,nuovi_positivi,ricoverati_con_sintomi,terapia_intensiva,isolamento_domiciliare,dimessi_guariti,deceduti,tamponi,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-14T17:00:00,4.0,14.0,0.0,33.0,0.0,0.0,530.0,-81.0,-40.0,-74.0,-69.0,-54.0,23.0
2020-03-15T17:00:00,30.0,16.0,0.0,59.0,0.0,2.0,613.0,-88.0,-60.0,-79.0,-75.0,-48.0,20.0
2020-03-16T17:00:00,30.0,39.0,0.0,66.0,0.0,2.0,797.0,-74.0,-39.0,-67.0,-70.0,-54.0,23.0
2020-03-17T17:00:00,10.0,36.0,4.0,75.0,0.0,2.0,1003.0,-76.0,-42.0,-66.0,-72.0,-57.0,24.0
2020-03-18T17:00:00,17.0,42.0,7.0,83.0,0.0,2.0,1135.0,-77.0,-45.0,-65.0,-72.0,-57.0,24.0
2020-03-19T17:00:00,72.0,43.0,9.0,152.0,0.0,2.0,1334.0,-77.0,-46.0,-69.0,-72.0,-58.0,26.0
2020-03-20T17:00:00,87.0,56.0,15.0,217.0,3.0,2.0,1912.0,-78.0,-42.0,-73.0,-72.0,-59.0,26.0
2020-03-21T17:00:00,37.0,65.0,16.0,240.0,5.0,4.0,2297.0,-84.0,-48.0,-82.0,-76.0,-59.0,25.0
2020-03-22T17:00:00,9.0,67.0,16.0,244.0,5.0,7.0,2402.0,-93.0,-82.0,-87.0,-81.0,-54.0,22.0
2020-03-23T17:00:00,20.0,76.0,18.0,249.0,5.0,11.0,2568.0,-77.0,-45.0,-73.0,-74.0,-61.0,26.0
2020-03-24T17:00:00,62.0,80.0,19.0,296.0,11.0,15.0,2859.0,-79.0,-48.0,-72.0,-74.0,-62.0,26.0
2020-03-25T17:00:00,21.0,82.0,19.0,311.0,12.0,18.0,3019.0,-80.0,-50.0,-74.0,-74.0,-62.0,27.0
2020-03-26T17:00:00,52.0,92.0,20.0,350.0,13.0,19.0,3461.0,-81.0,-50.0,-77.0,-75.0,-63.0,28.0
2020-03-27T17:00:00,36.0,93.0,19.0,384.0,13.0,21.0,3801.0,-81.0,-48.0,-80.0,-77.0,-64.0,29.0
2020-03-28T17:00:00,94.0,95.0,22.0,452.0,29.0,26.0,4225.0,-83.0,-47.0,-82.0,-76.0,-59.0,25.0
2020-03-29T17:00:00,14.0,105.0,23.0,454.0,29.0,27.0,4598.0,-94.0,-92.0,-87.0,-81.0,-56.0,22.0
2020-03-30T17:00:00,44.0,113.0,24.0,485.0,32.0,28.0,4993.0,-79.0,-45.0,-73.0,-74.0,-61.0,25.0
2020-03-31T17:00:00,40.0,113.0,28.0,516.0,34.0,31.0,5257.0,-88.0,-41.0,-70.0,-71.0,-62.0,26.0
2020-04-01T17:00:00,23.0,119.0,27.0,529.0,36.0,34.0,5501.0,-87.0,-40.0,-71.0,-69.0,-61.0,26.0
2020-04-02T17:00:00,49.0,117.0,24.0,577.0,36.0,40.0,5970.0,-87.0,-40.0,-73.0,-71.0,-62.0,27.0
2020-04-03T17:00:00,31.0,122.0,24.0,598.0,40.0,41.0,6478.0,-82.0,-36.0,-74.0,-72.0,-61.0,27.0
2020-04-04T17:00:00,49.0,123.0,24.0,642.0,44.0,41.0,6789.0,-86.0,-42.0,-80.0,-74.0,-57.0,24.0
2020-04-05T17:00:00,33.0,126.0,25.0,664.0,49.0,43.0,7157.0,-94.0,-92.0,-87.0,-80.0,-54.0,22.0
2020-04-06T17:00:00,15.0,123.0,26.0,670.0,56.0,47.0,7521.0,-80.0,-37.0,-70.0,-71.0,-59.0,25.0
2020-04-07T17:00:00,13.0,122.0,26.0,673.0,62.0,52.0,7680.0,-79.0,-35.0,-68.0,-71.0,-60.0,25.0
2020-04-08T17:00:00,40.0,112.0,31.0,697.0,76.0,59.0,8493.0,-79.0,-35.0,-69.0,-70.0,-59.0,24.0
2020-04-09T17:00:00,51.0,106.0,25.0,745.0,86.0,64.0,8918.0,-79.0,-32.0,-70.0,-70.0,-60.0,26.0
2020-04-10T17:00:00,37.0,107.0,26.0,743.0,118.0,69.0,9444.0,-78.0,-24.0,-72.0,-69.0,-60.0,26.0
2020-04-11T17:00:00,28.0,113.0,24.0,751.0,130.0,73.0,10120.0,-83.0,-34.0,-79.0,-70.0,-56.0,24.0
2020-04-12T17:00:00,22.0,109.0,26.0,768.0,137.0,73.0,10663.0,-95.0,-93.0,-88.0,-83.0,-57.0,23.0
2020-04-13T17:00:00,15.0,107.0,27.0,780.0,139.0,75.0,11010.0,-96.0,-95.0,-84.0,-87.0,-85.0,34.0
2020-04-14T17:00:00,10.0,107.0,24.0,769.0,158.0,80.0,11893.0,-80.0,-43.0,-69.0,-72.0,-60.0,25.0
2020-04-15T17:00:00,23.0,107.0,26.0,737.0,208.0,83.0,12395.0,-79.0,-39.0,-69.0,-70.0,-58.0,24.0
2020-04-16T17:00:00,3.0,109.0,24.0,732.0,214.0,85.0,12796.0,-78.0,-39.0,-71.0,-70.0,-58.0,26.0
2020-04-17T17:00:00,14.0,113.0,23.0,736.0,220.0,86.0,13304.0,-78.0,-35.0,-71.0,-70.0,-57.0,26.0
2020-04-18T17:00:00,20.0,112.0,23.0,746.0,231.0,86.0,14087.0,-84.0,-46.0,-80.0,-73.0,-54.0,24.0
2020-04-19T17:00:00,17.0,117.0,22.0,725.0,265.0,86.0,14859.0,-94.0,-93.0,-88.0,-82.0,-52.0,22.0
2020-04-20T17:00:00,13.0,115.0,21.0,718.0,288.0,86.0,15328.0,-80.0,-51.0,-76.0,-74.0,-58.0,25.0
2020-04-21T17:00:00,8.0,112.0,21.0,704.0,306.0,93.0,15886.0,-80.0,-47.0,-74.0,-73.0,-58.0,25.0
2020-04-22T17:00:00,11.0,97.0,20.0,716.0,318.0,96.0,16886.0,-80.0,-48.0,-72.0,-71.0,-57.0,25.0
2020-04-23T17:00:00,7.0,90.0,20.0,707.0,339.0,98.0,17844.0,-78.0,-43.0,-71.0,-70.0,-56.0,25.0
2020-04-24T17:00:00,3.0,95.0,19.0,690.0,351.0,102.0,19889.0,-75.0,-26.0,-69.0,-67.0,-55.0,24.0
2020-04-25T17:00:00,14.0,96.0,18.0,680.0,374.0,103.0,20351.0,-94.0,-94.0,-83.0,-82.0,-69.0,27.0
2020-04-26T17:00:00,9.0,95.0,20.0,668.0,388.0,109.0,21101.0,-93.0,-92.0,-85.0,-80.0,-49.0,21.0
2020-04-27T17:00:00,3.0,97.0,19.0,660.0,398.0,109.0,21395.0,-72.0,-33.0,-67.0,-67.0,-54.0,22.0
2020-04-28T17:00:00,2.0,96.0,18.0,658.0,404.0,109.0,22116.0,-75.0,-38.0,-65.0,-68.0,-54.0,21.0
2020-04-29T17:00:00,5.0,87.0,17.0,657.0,413.0,116.0,23299.0,-75.0,-39.0,-64.0,-66.0,-53.0,22.0
2020-04-30T17:00:00,5.0,87.0,16.0,641.0,435.0,116.0,24754.0,-72.0,-26.0,-65.0,-65.0,-53.0,22.0
2020-05-01T17:00:00,18.0,84.0,12.0,648.0,452.0,117.0,26242.0,-94.0,-93.0,-76.0,-84.0,-80.0,33.0
2020-05-02T17:00:00,2.0,86.0,13.0,631.0,466.0,119.0,26990.0,-79.0,-34.0,-76.0,-69.0,-50.0,21.0
2020-05-03T17:00:00,4.0,92.0,10.0,587.0,511.0,119.0,27737.0,-93.0,-90.0,-82.0,-77.0,-43.0,20.0
2020-05-04T17:00:00,-2.0,91.0,9.0,553.0,545.0,119.0,28052.0,-60.0,-27.0,-15.0,-50.0,-43.0,14.0
2020-05-05T17:00:00,1.0,94.0,9.0,539.0,557.0,119.0,28867.0,-62.0,-28.0,-10.0,-51.0,-44.0,15.0
2020-05-06T17:00:00,1.0,91.0,11.0,521.0,577.0,119.0,29966.0,-62.0,-29.0,-9.0,-49.0,-43.0,15.0
2020-05-07T17:00:00,5.0,90.0,9.0,484.0,622.0,119.0,31064.0,-62.0,-29.0,-15.0,-50.0,-43.0,16.0
2020-05-08T17:00:00,6.0,90.0,10.0,453.0,658.0,119.0,32219.0,-63.0,-25.0,-26.0,-52.0,-43.0,17.0
2020-05-09T17:00:00,4.0,87.0,11.0,452.0,665.0,119.0,33330.0,-68.0,-28.0,-41.0,-52.0,-40.0,14.0
2020-05-10T17:00:00,6.0,83.0,10.0,422.0,705.0,120.0,34046.0,-80.0,-74.0,-46.0,-57.0,-25.0,12.0
2020-05-11T17:00:00,3.0,84.0,10.0,417.0,712.0,120.0,34641.0,-57.0,-28.0,-21.0,-51.0,-41.0,15.0
2020-05-12T17:00:00,1.0,77.0,11.0,418.0,718.0,120.0,35476.0,-56.0,-23.0,1.0,-46.0,-40.0,14.0
2020-05-13T17:00:00,1.0,78.0,10.0,403.0,734.0,120.0,36710.0,-58.0,-26.0,-8.0,-47.0,-40.0,14.0
2020-05-14T17:00:00,0.0,76.0,10.0,379.0,755.0,125.0,38034.0,-57.0,-25.0,-13.0,-49.0,-40.0,14.0
2020-05-15T17:00:00,3.0,75.0,10.0,376.0,762.0,125.0,39844.0,-58.0,-23.0,-17.0,-49.0,-40.0,15.0
2020-05-16T17:00:00,4.0,75.0,10.0,330.0,812.0,125.0,41257.0,-62.0,-24.0,-38.0,-49.0,-35.0,13.0
2020-05-17T17:00:00,1.0,76.0,10.0,319.0,823.0,125.0,42249.0,-70.0,-62.0,-9.0,-48.0,-17.0,9.0
2020-05-18T17:00:00,0.0,72.0,10.0,298.0,847.0,126.0,43387.0,-42.0,-21.0,-33.0,-46.0,-36.0,13.0
2020-05-19T17:00:00,1.0,71.0,9.0,261.0,887.0,126.0,44413.0,-43.0,-18.0,-25.0,-46.0,-36.0,13.0
2020-05-20T17:00:00,1.0,68.0,10.0,253.0,898.0,126.0,45572.0,-39.0,-18.0,3.0,-39.0,-34.0,12.0
2020-05-21T17:00:00,1.0,64.0,12.0,242.0,911.0,127.0,46795.0,-36.0,-16.0,27.0,-35.0,-34.0,11.0
2020-05-22T17:00:00,0.0,58.0,6.0,242.0,922.0,128.0,48189.0,-37.0,-13.0,28.0,-36.0,-33.0,10.0
2020-05-23T17:00:00,0.0,58.0,6.0,223.0,940.0,129.0,49675.0,-38.0,-13.0,45.0,-28.0,-26.0,6.0
2020-05-24T17:00:00,0.0,51.0,3.0,191.0,982.0,129.0,50796.0,-45.0,-42.0,46.0,-29.0,-10.0,2.0
2020-05-25T17:00:00,-2.0,49.0,3.0,179.0,994.0,129.0,51073.0,-31.0,-16.0,24.0,-34.0,-33.0,9.0
2020-05-26T17:00:00,0.0,41.0,2.0,181.0,1000.0,130.0,51968.0,-31.0,-13.0,43.0,-33.0,-32.0,9.0
2020-05-27T17:00:00,1.0,41.0,2.0,172.0,1010.0,130.0,53294.0,-30.0,-12.0,43.0,-30.0,-31.0,9.0
2020-05-28T17:00:00,0.0,38.0,2.0,160.0,1025.0,130.0,54587.0,-29.0,-11.0,42.0,-32.0,-31.0,9.0
2020-05-29T17:00:00,1.0,37.0,2.0,151.0,1036.0,130.0,55831.0,-31.0,-9.0,32.0,-31.0,-31.0,8.0
2020-05-30T17:00:00,0.0,34.0,2.0,150.0,1040.0,130.0,56580.0,-34.0,-10.0,36.0,-25.0,-22.0,4.0
2020-05-31T17:00:00,0.0,33.0,2.0,150.0,1041.0,130.0,57296.0,-37.0,-32.0,67.0,-24.0,-4.0,0.0
2020-06-01T17:00:00,1.0,23.0,1.0,137.0,1065.0,131.0,57687.0,-18.0,2.0,61.0,-28.0,-36.0,6.0
2020-06-02T17:00:00,0.0,21.0,1.0,133.0,1071.0,131.0,58224.0,-39.0,-42.0,140.0,-43.0,-64.0,11.0
2020-06-03T17:00:00,0.0,12.0,1.0,133.0,1080.0,131.0,58605.0,-24.0,-4.0,52.0,-24.0,-28.0,6.0
2020-06-04T17:00:00,0.0,12.0,1.0,95.0,1118.0,131.0,59556.0,-26.0,-7.0,33.0,-27.0,-29.0,8.0
2020-06-05T17:00:00,2.0,11.0,0.0,56.0,1161.0,131.0,60794.0,-26.0,-6.0,0.0,-33.0,-30.0,9.0
2020-06-06T17:00:00,3.0,10.0,1.0,49.0,1171.0,131.0,62145.0,-26.0,-9.0,46.0,-24.0,-20.0,3.0
2020-06-07T17:00:00,0.0,10.0,1.0,48.0,1172.0,131.0,63172.0,-30.0,-24.0,36.0,-29.0,0.0,1.0
2020-06-08T17:00:00,0.0,9.0,1.0,46.0,1175.0,131.0,63510.0,-20.0,-11.0,37.0,-29.0,-28.0,6.0
2020-06-09T17:00:00,-1.0,9.0,1.0,44.0,1176.0,131.0,64272.0,-19.0,-7.0,45.0,-28.0,-28.0,6.0
2020-06-10T17:00:00,0.0,9.0,1.0,40.0,1180.0,131.0,65175.0,-20.0,-10.0,30.0,-29.0,-28.0,7.0
2020-06-11T17:00:00,1.0,10.0,1.0,32.0,1188.0,131.0,66133.0,-17.0,-7.0,36.0,-27.0,-28.0,7.0
2020-06-12T17:00:00,1.0,10.0,1.0,31.0,1190.0,131.0,67069.0,-18.0,-7.0,57.0,-25.0,-27.0,5.0
2020-06-13T17:00:00,0.0,12.0,0.0,22.0,1197.0,132.0,68079.0,-25.0,-9.0,8.0,-30.0,-20.0,6.0
2020-06-14T17:00:00,0.0,12.0,0.0,21.0,1198.0,132.0,68769.0,-22.0,-20.0,70.0,-21.0,3.0,-1.0
2020-06-15T17:00:00,0.0,12.0,0.0,21.0,1198.0,132.0,69134.0,-14.0,-9.0,61.0,-23.0,-26.0,5.0
2020-06-16T17:00:00,2.0,13.0,0.0,20.0,1200.0,132.0,70202.0,-12.0,-4.0,89.0,-21.0,-25.0,5.0
2020-06-17T17:00:00,1.0,11.0,0.0,20.0,1203.0,132.0,71452.0,-12.0,-5.0,96.0,-19.0,-25.0,4.0
2020-06-18T17:00:00,1.0,10.0,0.0,21.0,1204.0,132.0,72722.0,-10.0,-7.0,96.0,-19.0,-25.0,4.0
2020-06-19T17:00:00,1.0,10.0,0.0,20.0,1206.0,132.0,73846.0,-12.0,-3.0,68.0,-20.0,-26.0,4.0
2020-06-20T17:00:00,1.0,9.0,0.0,19.0,1209.0,132.0,75217.0,-17.0,-8.0,103.0,-13.0,-16.0,0.0
2020-06-21T17:00:00,0.0,9.0,0.0,19.0,1209.0,132.0,76086.0,-17.0,-15.0,106.0,-12.0,3.0,-4.0
2020-06-22T17:00:00,0.0,9.0,0.0,19.0,1209.0,132.0,76379.0,-7.0,-6.0,121.0,-17.0,-27.0,3.0
2020-06-23T17:00:00,0.0,7.0,0.0,8.0,1213.0,132.0,77129.0,-5.0,-2.0,152.0,-15.0,-26.0,3.0
2020-06-24T17:00:00,1.0,7.0,0.0,8.0,1214.0,132.0,78449.0,-6.0,-3.0,157.0,-12.0,-24.0,3.0
2020-06-25T17:00:00,1.0,6.0,0.0,8.0,1216.0,132.0,79422.0,-5.0,0.0,142.0,-13.0,-24.0,3.0
2020-06-26T17:00:00,0.0,5.0,0.0,7.0,1218.0,132.0,80546.0,-6.0,3.0,136.0,-10.0,-25.0,2.0
2020-06-27T17:00:00,1.0,6.0,0.0,7.0,1218.0,132.0,81351.0,-13.0,-3.0,145.0,-5.0,-18.0,-2.0
2020-06-28T17:00:00,1.0,6.0,0.0,8.0,1218.0,132.0,82182.0,-14.0,-11.0,151.0,1.0,5.0,-7.0
2020-06-29T17:00:00,0.0,6.0,0.0,8.0,1218.0,132.0,82478.0,-1.0,0.0,157.0,-10.0,-25.0,2.0
2020-06-30T17:00:00,2.0,6.0,0.0,8.0,1219.0,133.0,83439.0,1.0,5.0,179.0,-9.0,-24.0,2.0
2020-07-01T17:00:00,0.0,5.0,0.0,6.0,1222.0,133.0,84569.0,1.0,5.0,194.0,-5.0,-23.0,1.0
2020-07-02T17:00:00,2.0,7.0,0.0,6.0,1222.0,133.0,85381.0,3.0,6.0,173.0,-7.0,-23.0,2.0
2020-07-03T17:00:00,1.0,6.0,0.0,8.0,1222.0,133.0,86534.0,1.0,9.0,166.0,-3.0,-24.0,2.0
2020-07-04T17:00:00,0.0,6.0,0.0,7.0,1223.0,133.0,87244.0,-5.0,5.0,150.0,2.0,-17.0,-1.0
2020-07-05T17:00:00,1.0,4.0,0.0,8.0,1225.0,133.0,87553.0,-7.0,0.0,180.0,12.0,7.0,-7.0
2020-07-06T17:00:00,1.0,3.0,0.0,7.0,1227.0,134.0,87798.0,6.0,8.0,214.0,-1.0,-24.0,2.0
2020-07-07T17:00:00,0.0,5.0,0.0,8.0,1224.0,134.0,88721.0,9.0,12.0,235.0,0.0,-24.0,2.0
2020-07-08T17:00:00,0.0,3.0,0.0,7.0,1227.0,134.0,89561.0,5.0,6.0,255.0,2.0,-22.0,1.0
2020-07-09T17:00:00,0.0,3.0,0.0,7.0,1227.0,134.0,90529.0,6.0,9.0,236.0,1.0,-23.0,1.0
2020-07-10T17:00:00,1.0,3.0,0.0,7.0,1228.0,134.0,91395.0,4.0,11.0,231.0,4.0,-24.0,0.0
2020-07-11T17:00:00,0.0,3.0,0.0,6.0,1229.0,134.0,92286.0,-5.0,3.0,224.0,10.0,-16.0,-3.0
2020-07-12T17:00:00,0.0,3.0,0.0,6.0,1229.0,134.0,92691.0,-4.0,4.0,218.0,20.0,8.0,-8.0
2020-07-13T17:00:00,1.0,3.0,0.0,7.0,1229.0,134.0,93207.0,11.0,12.0,238.0,5.0,-24.0,1.0
2020-07-14T17:00:00,1.0,4.0,0.0,6.0,1230.0,134.0,94052.0,12.0,13.0,286.0,4.0,-23.0,1.0
2020-07-15T17:00:00,2.0,4.0,0.0,8.0,1230.0,134.0,95175.0,13.0,13.0,276.0,7.0,-22.0,1.0
2020-07-16T17:00:00,1.0,4.0,0.0,7.0,1232.0,134.0,95982.0,14.0,15.0,250.0,6.0,-22.0,2.0
2020-07-17T17:00:00,0.0,5.0,0.0,5.0,1233.0,134.0,97058.0,10.0,15.0,246.0,7.0,-23.0,1.0
2020-07-18T17:00:00,1.0,7.0,0.0,4.0,1233.0,134.0,97807.0,1.0,8.0,233.0,17.0,-15.0,-2.0
2020-07-19T17:00:00,1.0,7.0,0.0,5.0,1233.0,134.0,98250.0,3.0,9.0,242.0,30.0,10.0,-8.0
2020-07-20T17:00:00,0.0,7.0,0.0,5.0,1233.0,134.0,98802.0,15.0,13.0,305.0,9.0,-23.0,0.0
2020-07-21T17:00:00,0.0,7.0,0.0,5.0,1233.0,134.0,99476.0,16.0,16.0,351.0,8.0,-23.0,0.0
2020-07-22T17:00:00,1.0,7.0,0.0,5.0,1234.0,134.0,100140.0,15.0,14.0,351.0,12.0,-21.0,0.0
2020-07-23T17:00:00,2.0,7.0,0.0,7.0,1234.0,134.0,101231.0,17.0,16.0,320.0,12.0,-21.0,0.0
2020-07-24T17:00:00,3.0,7.0,0.0,9.0,1235.0,134.0,101985.0,13.0,18.0,303.0,15.0,-22.0,0.0
2020-07-25T17:00:00,3.0,6.0,0.0,13.0,1235.0,134.0,102749.0,3.0,9.0,282.0,24.0,-14.0,-4.0
2020-07-26T17:00:00,0.0,6.0,0.0,13.0,1235.0,134.0,103086.0,6.0,13.0,276.0,38.0,12.0,-9.0
2020-07-27T17:00:00,0.0,5.0,0.0,10.0,1236.0,135.0,103468.0,21.0,20.0,348.0,17.0,-24.0,0.0
2020-07-28T17:00:00,6.0,5.0,0.0,16.0,1237.0,134.0,104201.0,21.0,22.0,388.0,16.0,-22.0,0.0
2020-07-29T17:00:00,2.0,3.0,0.0,20.0,1237.0,134.0,105003.0,21.0,19.0,389.0,18.0,-22.0,0.0
2020-07-30T17:00:00,0.0,3.0,0.0,20.0,1237.0,134.0,105701.0,21.0,17.0,351.0,19.0,-23.0,0.0
2020-07-31T17:00:00,10.0,3.0,0.0,30.0,1237.0,134.0,106345.0,17.0,15.0,331.0,19.0,-23.0,-1.0
2020-08-01T17:00:00,6.0,4.0,0.0,35.0,1237.0,134.0,107039.0,5.0,11.0,301.0,30.0,-15.0,-4.0
2020-08-02T17:00:00,4.0,3.0,0.0,40.0,1237.0,134.0,107416.0,13.0,18.0,281.0,45.0,12.0,-9.0
2020-08-03T17:00:00,2.0,3.0,0.0,41.0,1238.0,134.0,107836.0,31.0,28.0,352.0,22.0,-24.0,1.0
2020-08-04T17:00:00,2.0,3.0,0.0,42.0,1239.0,134.0,108850.0,36.0,34.0,368.0,23.0,-25.0,1.0
2020-08-05T17:00:00,9.0,5.0,0.0,48.0,1240.0,134.0,109882.0,31.0,27.0,420.0,24.0,-23.0,1.0
2020-08-06T17:00:00,3.0,7.0,0.0,48.0,1241.0,134.0,110821.0,31.0,28.0,415.0,27.0,-23.0,0.0
2020-08-07T17:00:00,3.0,8.0,0.0,50.0,1241.0,134.0,111619.0,25.0,27.0,397.0,28.0,-24.0,-1.0
2020-08-08T17:00:00,0.0,6.0,0.0,48.0,1245.0,134.0,112611.0,14.0,20.0,353.0,40.0,-13.0,-4.0
2020-08-09T17:00:00,6.0,6.0,0.0,54.0,1245.0,134.0,113066.0,23.0,31.0,346.0,62.0,15.0,-8.0
2020-08-10T17:00:00,2.0,6.0,0.0,56.0,1245.0,134.0,113405.0,40.0,35.0,529.0,34.0,-30.0,0.0
2020-08-11T17:00:00,20.0,6.0,0.0,76.0,1245.0,134.0,114271.0,41.0,39.0,595.0,36.0,-30.0,-1.0
2020-08-12T17:00:00,1.0,6.0,0.0,77.0,1245.0,134.0,115018.0,43.0,39.0,593.0,36.0,-30.0,0.0
2020-08-13T17:00:00,17.0,8.0,0.0,90.0,1247.0,134.0,116177.0,45.0,46.0,544.0,40.0,-33.0,0.0
2020-08-14T17:00:00,5.0,8.0,0.0,95.0,1247.0,134.0,116750.0,36.0,57.0,532.0,37.0,-40.0,0.0
2020-08-15T17:00:00,5.0,8.0,0.0,93.0,1254.0,134.0,117404.0,-12.0,-33.0,450.0,35.0,-42.0,-7.0
2020-08-16T17:00:00,5.0,8.0,0.0,97.0,1254.0,134.0,117744.0,28.0,36.0,378.0,67.0,11.0,-8.0
2020-08-17T17:00:00,7.0,9.0,0.0,101.0,1256.0,134.0,118084.0,42.0,40.0,,35.0,-42.0,1.0
2020-08-18T17:00:00,12.0,9.0,0.0,113.0,1256.0,134.0,119093.0,41.0,43.0,,35.0,-37.0,1.0
2020-08-19T17:00:00,37.0,11.0,0.0,143.0,1261.0,134.0,120218.0,35.0,34.0,,36.0,-36.0,1.0
2020-08-20T17:00:00,23.0,12.0,0.0,159.0,1262.0,134.0,121352.0,33.0,31.0,,35.0,-36.0,1.0
2020-08-21T17:00:00,42.0,13.0,0.0,200.0,1262.0,134.0,122296.0,23.0,30.0,,29.0,-37.0,2.0
2020-08-22T17:00:00,44.0,14.0,0.0,243.0,1262.0,134.0,123056.0,9.0,15.0,379.0,45.0,-17.0,-3.0
2020-08-23T17:00:00,81.0,18.0,0.0,320.0,1262.0,134.0,124137.0,22.0,34.0,296.0,62.0,19.0,-6.0
2020-08-24T17:00:00,91.0,18.0,0.0,411.0,1262.0,134.0,125231.0,32.0,31.0,,30.0,-29.0,2.0
2020-08-25T17:00:00,34.0,19.0,0.0,444.0,1262.0,134.0,126815.0,28.0,29.0,,26.0,-28.0,2.0
2020-08-26T17:00:00,53.0,20.0,1.0,492.0,1265.0,134.0,128423.0,24.0,23.0,,25.0,-26.0,1.0
2020-08-27T17:00:00,57.0,24.0,2.0,542.0,1265.0,134.0,130052.0,23.0,22.0,,23.0,-26.0,1.0
2020-08-28T17:00:00,55.0,23.0,2.0,597.0,1266.0,134.0,131604.0,15.0,19.0,,22.0,-26.0,1.0
2020-08-29T17:00:00,70.0,24.0,2.0,665.0,1267.0,134.0,133400.0,2.0,6.0,280.0,33.0,-13.0,-3.0
2020-08-30T17:00:00,22.0,28.0,3.0,681.0,1268.0,134.0,134534.0,14.0,23.0,172.0,42.0,19.0,-3.0
2020-08-31T17:00:00,79.0,28.0,4.0,757.0,1270.0,134.0,135617.0,17.0,19.0,208.0,10.0,-27.0,5.0
2020-09-01T17:00:00,50.0,31.0,6.0,800.0,1272.0,134.0,137366.0,19.0,23.0,,16.0,-21.0,2.0
2020-09-02T17:00:00,73.0,32.0,5.0,872.0,1272.0,135.0,139273.0,17.0,20.0,,16.0,-22.0,2.0
2020-09-03T17:00:00,39.0,35.0,6.0,905.0,1274.0,135.0,141041.0,13.0,17.0,275.0,11.0,-21.0,2.0
2020-09-04T17:00:00,66.0,41.0,6.0,963.0,1276.0,135.0,143293.0,9.0,14.0,251.0,11.0,-21.0,1.0
2020-09-05T17:00:00,65.0,44.0,8.0,1018.0,1280.0,136.0,145688.0,-1.0,5.0,230.0,19.0,-11.0,-2.0
2020-09-06T17:00:00,19.0,45.0,8.0,1032.0,1284.0,136.0,146863.0,4.0,8.0,203.0,26.0,21.0,-6.0
