,nuovi_positivi,ricoverati_con_sintomi,terapia_intensiva,isolamento_domiciliare,dimessi_guariti,deceduti,tamponi,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-06-14T17:00:00,0.0,7.0,0.0,0.0,1040.0,144.0,16597.0,-47.0,-21.0,3.0,-33.0,-24.0,
2020-06-15T17:00:00,0.0,7.0,0.0,5.0,1035.0,144.0,16650.0,-32.0,-12.0,13.0,-25.0,-31.0,5.0
2020-06-16T17:00:00,0.0,6.0,0.0,4.0,1037.0,144.0,16764.0,-35.0,-12.0,11.0,-27.0,-31.0,6.0
2020-06-17T17:00:00,0.0,5.0,0.0,3.0,1039.0,144.0,16918.0,-34.0,-14.0,-2.0,-29.0,-30.0,6.0
2020-06-18T17:00:00,0.0,5.0,0.0,1.0,1040.0,145.0,17057.0,-33.0,-12.0,5.0,-23.0,-32.0,6.0
2020-06-19T17:00:00,0.0,4.0,0.0,0.0,1041.0,146.0,17183.0,-33.0,-8.0,28.0,-22.0,-31.0,4.0
2020-06-20T17:00:00,2.0,4.0,0.0,2.0,1041.0,146.0,17297.0,-34.0,-6.0,38.0,-17.0,-19.0,-1.0
2020-06-21T17:00:00,0.0,4.0,0.0,1.0,1042.0,146.0,17392.0,-24.0,0.0,67.0,-13.0,-21.0,-4.0
2020-06-22T17:00:00,0.0,4.0,0.0,1.0,1042.0,146.0,18239.0,-25.0,-6.0,44.0,-17.0,-32.0,4.0
2020-06-23T17:00:00,0.0,3.0,0.0,2.0,1042.0,146.0,17589.0,-24.0,-3.0,61.0,-11.0,-32.0,3.0
2020-06-24T17:00:00,1.0,3.0,0.0,3.0,1042.0,146.0,17700.0,-24.0,-3.0,58.0,-10.0,-30.0,3.0
2020-06-25T17:00:00,0.0,2.0,0.0,3.0,1043.0,146.0,17848.0,-27.0,-3.0,40.0,-18.0,-32.0,4.0
2020-06-26T17:00:00,0.0,2.0,0.0,2.0,1044.0,146.0,17941.0,-28.0,-3.0,40.0,-19.0,-33.0,4.0
2020-06-27T17:00:00,0.0,2.0,0.0,2.0,1044.0,146.0,17988.0,-32.0,-3.0,36.0,-15.0,-21.0,0.0
2020-06-28T17:00:00,0.0,3.0,0.0,1.0,1044.0,146.0,18062.0,-25.0,0.0,53.0,-10.0,-16.0,-3.0
2020-06-29T17:00:00,0.0,3.0,0.0,0.0,1045.0,146.0,18148.0,-19.0,3.0,58.0,-16.0,-29.0,2.0
2020-06-30T17:00:00,1.0,4.0,0.0,0.0,1045.0,146.0,18263.0,-16.0,-4.0,65.0,-11.0,-28.0,2.0
2020-07-01T17:00:00,0.0,2.0,0.0,1.0,1046.0,146.0,18414.0,-19.0,-3.0,37.0,-18.0,-28.0,2.0
2020-07-02T17:00:00,0.0,2.0,0.0,1.0,1046.0,146.0,18479.0,-16.0,1.0,52.0,-12.0,-30.0,3.0
2020-07-03T17:00:00,1.0,3.0,0.0,1.0,1046.0,146.0,18576.0,-16.0,7.0,61.0,-9.0,-30.0,3.0
2020-07-04T17:00:00,0.0,3.0,0.0,1.0,1046.0,146.0,18650.0,-13.0,6.0,91.0,2.0,-17.0,-3.0
2020-07-05T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,18707.0,2.0,15.0,125.0,13.0,-19.0,-6.0
2020-07-06T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,18807.0,-3.0,11.0,101.0,-2.0,-30.0,2.0
2020-07-07T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,18869.0,-5.0,10.0,108.0,2.0,-31.0,1.0
2020-07-08T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,19052.0,-6.0,5.0,95.0,-1.0,-28.0,1.0
2020-07-09T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,19246.0,-6.0,9.0,106.0,1.0,-29.0,2.0
2020-07-10T17:00:00,0.0,4.0,0.0,1.0,1045.0,146.0,19327.0,-8.0,12.0,98.0,0.0,-29.0,2.0
2020-07-11T17:00:00,0.0,2.0,0.0,1.0,1047.0,146.0,19409.0,-10.0,13.0,94.0,4.0,-17.0,-1.0
2020-07-12T17:00:00,0.0,2.0,0.0,1.0,1047.0,146.0,19497.0,5.0,21.0,130.0,17.0,-18.0,-6.0
2020-07-13T17:00:00,0.0,2.0,0.0,1.0,1047.0,146.0,19599.0,3.0,20.0,116.0,4.0,-30.0,2.0
2020-07-14T17:00:00,0.0,3.0,0.0,1.0,1046.0,146.0,19707.0,-1.0,15.0,120.0,11.0,-29.0,2.0
2020-07-15T17:00:00,0.0,1.0,0.0,1.0,1048.0,146.0,19824.0,-1.0,15.0,99.0,11.0,-27.0,2.0
2020-07-16T17:00:00,0.0,1.0,0.0,1.0,1048.0,146.0,19915.0,3.0,15.0,123.0,5.0,-28.0,2.0
2020-07-17T17:00:00,0.0,2.0,0.0,0.0,1048.0,146.0,20023.0,3.0,19.0,128.0,8.0,-29.0,1.0
2020-07-18T17:00:00,0.0,2.0,0.0,0.0,1048.0,146.0,20104.0,2.0,21.0,122.0,18.0,-16.0,-3.0
2020-07-19T17:00:00,0.0,2.0,0.0,1.0,1047.0,146.0,20190.0,13.0,29.0,140.0,35.0,-13.0,-7.0
2020-07-20T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20270.0,15.0,26.0,160.0,17.0,-29.0,1.0
2020-07-21T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20380.0,8.0,26.0,152.0,10.0,-29.0,1.0
2020-07-22T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20539.0,3.0,20.0,114.0,11.0,-27.0,3.0
2020-07-23T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20668.0,8.0,20.0,152.0,16.0,-27.0,1.0
2020-07-24T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20745.0,3.0,28.0,130.0,7.0,-28.0,3.0
2020-07-25T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20776.0,1.0,20.0,137.0,21.0,-15.0,-3.0
2020-07-26T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20875.0,12.0,32.0,147.0,32.0,-12.0,-6.0
2020-07-27T17:00:00,0.0,1.0,0.0,0.0,1049.0,146.0,20977.0,18.0,30.0,183.0,17.0,-29.0,1.0
2020-07-28T17:00:00,10.0,1.0,0.0,10.0,1049.0,146.0,21176.0,12.0,31.0,174.0,20.0,-28.0,2.0
2020-07-29T17:00:00,2.0,1.0,0.0,12.0,1049.0,146.0,21287.0,12.0,26.0,161.0,20.0,-27.0,1.0
2020-07-30T17:00:00,0.0,1.0,0.0,11.0,1050.0,146.0,21408.0,11.0,31.0,166.0,18.0,-29.0,2.0
2020-07-31T17:00:00,0.0,1.0,0.0,11.0,1050.0,146.0,21532.0,9.0,26.0,169.0,21.0,-30.0,1.0
2020-08-01T17:00:00,0.0,1.0,0.0,11.0,1050.0,146.0,21588.0,4.0,29.0,145.0,23.0,-15.0,-4.0
2020-08-02T17:00:00,1.0,1.0,0.0,12.0,1050.0,146.0,21699.0,3.0,39.0,124.0,25.0,-14.0,-4.0
2020-08-03T17:00:00,0.0,1.0,0.0,12.0,1050.0,146.0,21788.0,29.0,63.0,195.0,31.0,-29.0,3.0
2020-08-04T17:00:00,0.0,1.0,0.0,12.0,1050.0,146.0,21925.0,32.0,58.0,270.0,48.0,-28.0,2.0
2020-08-05T17:00:00,0.0,1.0,0.0,11.0,1051.0,146.0,21983.0,39.0,45.0,,48.0,-29.0,0.0
2020-08-06T17:00:00,1.0,1.0,0.0,12.0,1051.0,146.0,22165.0,39.0,52.0,292.0,44.0,-29.0,1.0
2020-08-07T17:00:00,4.0,5.0,0.0,12.0,1051.0,146.0,22230.0,30.0,49.0,267.0,33.0,-30.0,0.0
2020-08-08T17:00:00,2.0,5.0,0.0,14.0,1051.0,146.0,22340.0,17.0,44.0,212.0,32.0,-16.0,-4.0
2020-08-09T17:00:00,0.0,5.0,0.0,9.0,1056.0,146.0,22438.0,38.0,66.0,229.0,46.0,-11.0,-6.0
2020-08-10T17:00:00,1.0,5.0,0.0,10.0,1056.0,146.0,22524.0,70.0,93.0,,50.0,-34.0,3.0
2020-08-11T17:00:00,0.0,5.0,0.0,10.0,1056.0,146.0,22631.0,68.0,83.0,447.0,67.0,-34.0,2.0
2020-08-12T17:00:00,0.0,5.0,0.0,10.0,1056.0,146.0,22839.0,66.0,76.0,,62.0,-33.0,3.0
2020-08-13T17:00:00,0.0,3.0,0.0,11.0,1057.0,146.0,22938.0,68.0,97.0,399.0,61.0,-35.0,4.0
2020-08-14T17:00:00,0.0,3.0,0.0,10.0,1058.0,146.0,23056.0,57.0,92.0,402.0,59.0,-37.0,2.0
2020-08-15T17:00:00,0.0,2.0,0.0,9.0,1060.0,146.0,23166.0,23.0,11.0,285.0,53.0,-37.0,-4.0
2020-08-16T17:00:00,0.0,2.0,0.0,7.0,1062.0,146.0,23221.0,34.0,74.0,212.0,52.0,-11.0,-4.0
2020-08-17T17:00:00,1.0,1.0,0.0,7.0,1064.0,146.0,23366.0,,,,,-34.0,3.0
2020-08-18T17:00:00,0.0,1.0,0.0,7.0,1064.0,146.0,23451.0,,,,,-31.0,2.0
2020-08-19T17:00:00,2.0,1.0,0.0,9.0,1064.0,146.0,23634.0,,,,,-31.0,2.0
2020-08-20T17:00:00,1.0,1.0,0.0,10.0,1064.0,146.0,23753.0,,,,,-32.0,2.0
2020-08-21T17:00:00,0.0,1.0,0.0,10.0,1064.0,146.0,23832.0,,,,,-32.0,3.0
2020-08-22T17:00:00,0.0,1.0,0.0,10.0,1064.0,146.0,23907.0,,,,,,-1.0
2020-08-23T17:00:00,0.0,1.0,0.0,10.0,1064.0,146.0,24082.0,,,,,,-5.0
2020-08-24T17:00:00,0.0,1.0,0.0,10.0,1064.0,146.0,24123.0,,,,,-28.0,2.0
2020-08-25T17:00:00,2.0,1.0,0.0,12.0,1064.0,146.0,24230.0,,,,,-27.0,2.0
2020-08-26T17:00:00,0.0,0.0,0.0,12.0,1065.0,146.0,24438.0,,,,,-24.0,2.0
2020-08-27T17:00:00,1.0,0.0,0.0,13.0,1065.0,146.0,24538.0,,,,,-26.0,1.0
2020-08-28T17:00:00,2.0,1.0,0.0,14.0,1065.0,146.0,24628.0,,,,,-27.0,5.0
2020-08-29T17:00:00,4.0,1.0,0.0,18.0,1065.0,146.0,24678.0,-28.0,,,,,3.0
2020-08-30T17:00:00,2.0,2.0,0.0,21.0,1063.0,146.0,24783.0,-32.0,,,,,0.0
2020-08-31T17:00:00,9.0,2.0,0.0,29.0,1064.0,146.0,24893.0,,,,,-26.0,2.0
2020-09-01T17:00:00,0.0,3.0,0.0,27.0,1065.0,146.0,25057.0,,,,,-26.0,2.0
2020-09-02T17:00:00,2.0,3.0,0.0,29.0,1065.0,146.0,25209.0,,,,,-24.0,2.0
2020-09-03T17:00:00,4.0,3.0,0.0,33.0,1065.0,146.0,25341.0,,,,,-26.0,2.0
2020-09-04T17:00:00,2.0,2.0,0.0,33.0,1068.0,146.0,25417.0,,,,,-27.0,1.0
2020-09-05T17:00:00,0.0,1.0,0.0,33.0,1069.0,146.0,25492.0,-16.0,,,,,-3.0
2020-09-06T17:00:00,0.0,1.0,0.0,33.0,1069.0,146.0,25578.0,,,,,,-5.0
2020-09-07T17:00:00,0.0,1.0,0.0,33.0,1069.0,146.0,25724.0,,,,,-37.0,4.0
2020-09-08T17:00:00,5.0,2.0,0.0,37.0,1069.0,146.0,25858.0,,,,,-26.0,0.0
2020-09-09T17:00:00,0.0,2.0,0.0,32.0,1074.0,146.0,25970.0,,,,,-23.0,0.0
2020-09-10T17:00:00,0.0,2.0,0.0,29.0,1077.0,146.0,26128.0,,,,,-26.0,0.0
2020-09-11T17:00:00,3.0,2.0,0.0,31.0,1078.0,146.0,26188.0,-21.0,0.0,46.0,-28.0,-25.0,-1.0
